step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
298,6.0800,-0.2443,-0.0404,0.4040,-1.0447,0.1976,-0.0185,1.7451,0.0073,0.0210,-1.0228,0.2913,0.0507,1.8158,-0.2840,0.0849,-0.5554,0.2841,0.3341,0.1272,-0.4857,-0.0515,-0.8570,0.2015,0.2682,0.3461,-0.0825,0.0065,70.27,-27.88,-14.13,-83.15,16.94,3.43,-120.00,-29.19,-27.37,61.41,-41.32,-10.12,-0.0355,-0.3274,-0.5654,1.9587,2.4832,0.3322,-8.3925,-0.0063,-0.8325,6.1397,-2.5160,-0.3332,0.50,0.00,0.00,0
299,6.1000,-0.2442,-0.0406,0.4046,-1.0432,0.1968,-0.0161,1.7415,0.0073,0.0254,-1.0235,0.2917,0.0537,1.8154,-0.2811,0.0846,0.0461,-0.0024,0.0578,-0.0631,-0.2208,-0.4863,0.0382,-0.0090,0.0514,-0.0191,0.2157,-0.0160,120.00,19.17,-82.67,-120.00,16.38,21.26,-105.36,-36.96,-75.20,120.00,-11.08,-5.86,3.9502,1.5671,-3.3453,0.5000,2.4332,1.4432,-6.9009,-0.3052,-2.7718,9.9855,-0.4204,-0.0559,0.50,0.00,0.00,0
300,6.1200,-0.2443,-0.0403,0.4044,-1.0467,0.1979,-0.0131,1.7416,0.0063,0.0316,-1.0283,0.2919,0.0558,1.8163,-0.2772,0.0842,-0.3716,0.0060,0.1786,-0.1183,0.6141,1.2093,-0.4487,-0.0118,0.1544,0.0030,0.1576,-0.0298,56.77,-21.99,-8.05,-76.52,15.14,-10.35,-119.68,-26.36,-17.11,40.01,-38.99,-9.01,-0.5297,-0.0554,-0.3365,2.1329,2.7028,0.2790,-7.5294,0.1293,-0.4347,5.5271,-2.2773,-0.2696,0.50,0.00,0.00,0
301,6.1400,-0.2442,-0.0404,0.4044,-1.0482,0.1972,-0.0134,1.7418,0.0017,0.0233,-1.0297,0.2910,0.0549,1.8176,-0.2821,0.0816,0.2305,-0.0432,-0.0463,-0.1856,-0.1242,-0.5468,0.3216,-0.0855,-0.1340,-0.2070,0.3077,0.0452,120.00,8.29,-70.42,-120.00,17.25,18.69,-102.03,-35.16,-69.88,120.00,-14.05,-5.77,4.0448,1.1516,-2.8987,0.5404,2.4812,1.2329,-6.7451,-0.2292,-2.6198,9.8290,-0.6325,-0.0612,0.50,0.00,0.00,0
302,6.1600,-0.2445,-0.0404,0.4041,-1.0521,0.1989,-0.0122,1.7417,0.0117,0.0197,-1.0349,0.2924,0.0563,1.8163,-0.2835,0.0825,-0.5145,0.5400,0.3783,-0.2899,1.3773,0.0141,-0.6991,0.4637,0.3096,-0.2365,-1.6373,-0.2014,61.58,-26.62,-13.14,-82.63,6.63,0.45,-119.74,-23.87,-23.63,55.72,-32.61,-7.96,-0.3334,-0.1984,-0.4889,1.9980,2.6102,0.2459,-7.5829,0.2443,-0.6344,5.9115,-2.2761,-0.2394,0.50,0.00,0.00,0
303,6.1800,-0.2441,-0.0402,0.4049,-1.0465,0.1980,-0.0096,1.7390,0.0018,0.0218,-1.0304,0.2916,0.0585,1.8173,-0.2913,0.0817,0.5271,-0.0058,0.1388,-0.2440,-0.2876,-0.1932,0.4808,-0.0439,0.1286,-0.1316,-0.0521,-0.0441,120.00,16.23,-71.75,-120.00,12.11,17.30,-93.37,-37.20,-66.13,120.00,-9.91,-5.96,3.6473,1.4475,-2.8795,0.6989,2.0881,1.2886,-6.3830,-0.3174,-2.3877,9.2904,-0.4488,-0.0792,0.50,0.00,0.00,0
304,6.2000,-0.2442,-0.0405,0.4042,-1.0458,0.1984,-0.0071,1.7397,0.0116,0.0212,-1.0326,0.2928,0.0609,1.8209,-0.2868,0.0804,0.4378,0.1528,0.0964,-0.2381,1.0848,-0.2246,0.3604,0.1223,0.1023,-0.1529,0.3000,-0.0658,75.85,-17.39,-21.89,-81.54,3.03,2.82,-111.34,-26.00,-20.98,55.19,-35.37,-8.97,0.1941,0.1058,-0.8429,2.0119,2.3479,0.4076,-7.2802,0.1342,-0.5501,6.0211,-2.0429,-0.2897,0.50,0.00,0.00,0
305,6.2200,-0.2441,-0.0403,0.4054,-1.0353,0.1992,-0.0061,1.7362,0.0033,0.0215,-1.0217,0.2929,0.0614,1.8162,-0.2790,0.0810,0.6207,0.0989,-0.1070,0.0006,-0.5442,0.0866,0.7183,0.0329,-0.1213,-0.2419,0.4738,0.1274,120.00,16.31,-74.39,-120.00,2.28,17.32,-103.23,-35.43,-70.37,120.00,-12.53,-6.57,3.2076,1.4490,-3.0126,0.4324,1.5066,1.2436,-6.7170,-0.2505,-2.5829,9.3299,-0.4622,-0.0937,0.50,0.00,0.00,0
306,6.2400,-0.2443,-0.0402,0.4043,-1.0367,0.1993,-0.0087,1.7406,0.0054,0.0200,-1.0213,0.2923,0.0585,1.8181,-0.2782,0.0860,-0.5768,0.2003,-0.1564,0.4407,-0.4776,-0.1031,-0.5413,0.1418,-0.1380,0.3075,-0.3018,0.2074,60.27,-18.05,-18.66,-82.21,-0.89,3.22,-103.41,-25.59,-18.01,46.13,-29.08,-9.51,-0.4039,0.0379,-0.7803,2.0059,1.2736,0.2842,-6.8833,0.1290,-0.4728,5.7447,-1.7200,-0.2496,0.50,0.00,0.00,0
307,6.2600,-0.2441,-0.0402,0.4055,-1.0282,0.1982,-0.0115,1.7377,0.0060,0.0286,-1.0106,0.2923,0.0578,1.8132,-0.2778,0.0853,0.5854,-0.0401,-0.0418,-0.1748,1.8402,3.9493,0.7234,-0.0293,0.0034,-0.2825,-0.1180,-0.1631,120.00,10.19,-74.48,-120.00,8.16,15.13,-101.29,-30.53,-70.52,120.00,-8.65,-4.03,3.5647,1.1986,-3.0313,0.4367,1.8225,1.1253,-6.5782,-0.0557,-2.5817,9.6031,-0.3154,0.0408,0.50,0.00,0.00,0
308,6.2800,-0.2444,-0.0403,0.4043,-1.0334,0.1982,-0.0155,1.7430,0.0026,0.0201,-1.0133,0.2918,0.0533,1.8154,-0.2769,0.0828,-0.8702,-0.1231,-0.1459,0.4335,-0.2970,-0.2525,-0.8325,-0.1017,-0.3282,0.5038,0.2987,0.0483,51.71,-19.20,-14.09,-84.13,-0.84,3.87,-107.46,-28.07,-20.08,35.01,-29.49,-8.15,-0.7704,0.0442,-0.6566,1.9975,1.2760,0.1969,-7.0446,0.0505,-0.6298,5.4339,-1.6506,-0.2355,0.50,0.00,0.00,0
309,6.3000,-0.2441,-0.0403,0.4055,-1.0236,0.1966,-0.0181,1.7396,0.0067,0.0242,-1.0017,0.2913,0.0525,1.8110,-0.2771,0.0833,0.7901,0.1445,0.2151,-0.3172,0.5512,0.4827,0.8541,-0.0898,0.0199,-0.3162,0.0957,-0.1467,120.00,4.30,-64.90,-120.00,0.33,10.30,-98.04,-31.31,-66.11,120.00,-14.15,-5.49,3.1711,0.9432,-2.7014,0.5813,1.9292,0.9701,-6.4061,-0.0675,-2.4276,9.1782,-0.6315,-0.0624,0.50,0.00,0.00,0
310,6.3200,-0.2443,-0.0403,0.4046,-1.0212,0.1977,-0.0166,1.7421,0.0049,0.0279,-1.0006,0.2913,0.0526,1.8141,-0.2799,0.0844,-0.4529,0.1211,-0.0186,0.3208,-0.0701,-0.4047,-0.5217,0.0618,-0.0659,0.4399,0.0467,0.0404,70.01,-19.09,-26.30,-84.11,0.96,2.80,-112.11,-29.72,-22.61,55.77,-28.04,-8.66,0.0821,0.0329,-1.0910,1.9748,1.4399,0.3209,-7.1432,-0.0162,-0.6766,5.9997,-1.5858,-0.2323,0.50,0.00,0.00,0
311,6.3400,-0.2442,-0.0401,0.4054,-1.0095,0.1984,-0.0153,1.7394,0.0027,0.0217,-0.9892,0.2916,0.0538,1.8115,-0.2775,0.0848,0.9219,-0.0581,0.0831,-0.2499,-0.1680,0.0289,0.9591,-0.0369,0.0896,-0.2696,0.1329,0.0082,120.00,9.87,-72.84,-120.00,10.83,12.57,-98.46,-33.21,-66.69,120.00,-16.65,-7.17,3.1791,1.2049,-2.9831,0.3111,2.0807,1.0336,-6.3551,-0.1581,-2.4576,9.1607,-0.7929,-0.1360,0.50,0.00,0.00,0
312,6.3600,-0.2443,-0.0403,0.4048,-1.0058,0.1974,-0.0173,1.7409,0.0027,0.0195,-0.9848,0.2915,0.0531,1.8127,-0.2803,0.0737,-0.6132,-0.8153,-0.8595,-0.0505,-0.5547,-0.6301,-0.4110,-0.2378,-0.4177,0.1399,0.1960,-0.4518,70.07,-17.20,-22.21,-91.92,16.37,4.38,-118.18,-29.75,-31.42,41.31,-34.64,-9.10,0.1675,0.1259,-0.9507,1.7537,2.4214,0.3266,-7.2849,-0.0203,-1.0582,5.5810,-1.9983,-0.4069,0.50,0.00,0.00,0
313,6.3800,-0.2440,-0.0401,0.4053,-0.9966,0.1968,-0.0181,1.7406,0.0077,0.0213,-0.9752,0.2903,0.0504,1.8124,-0.2747,0.0808,0.6415,-0.2147,-0.0389,-0.1702,-0.3678,0.0886,0.7025,-0.1373,-0.0446,-0.1154,-0.0650,0.5996,120.00,7.51,-69.08,-120.00,26.16,14.65,-110.89,-32.62,-73.58,120.00,-19.98,-10.63,4.1604,1.1070,-2.8687,0.1740,3.0547,1.0534,-6.8149,-0.1299,-2.7708,10.3128,-1.0336,-0.2758,0.50,0.00,0.00,0
314,6.4000,-0.2443,-0.0407,0.4043,-1.0002,0.1947,-0.0242,1.7438,0.0120,0.0190,-0.9761,0.2908,0.0472,1.8131,-0.2795,0.0899,-1.3871,-1.5081,-1.9505,-0.0392,-0.2078,-1.2726,-0.8113,-0.2061,-0.9229,-0.0004,-0.2127,0.3381,60.34,-26.19,-8.87,-90.54,18.26,3.82,-120.00,-26.81,-34.66,18.01,-35.86,-12.86,-0.2525,-0.2443,-0.4456,1.8212,2.8967,0.2605,-7.6553,0.1045,-1.2012,4.9708,-2.1656,-0.4378,0.50,0.00,0.00,0
315,6.4200,-0.2442,-0.0403,0.4049,-0.9926,0.1955,-0.0218,1.7423,0.0049,0.0182,-0.9693,0.2910,0.0506,1.8115,-0.2802,0.0916,0.0777,0.0116,-0.2670,0.2521,-0.4789,0.1493,0.0570,0.2188,0.5285,-0.0882,-0.8108,-0.5324,120.00,-7.84,-68.57,-120.00,34.84,10.18,-120.00,-29.94,-87.88,120.00,-27.23,-6.63,5.1352,0.4505,-2.8379,-0.3137,3.7144,0.8300,-7.4151,-0.0453,-3.3246,10.6901,-1.5121,-0.0459,0.50,0.00,0.00,0
316,6.4400,-0.2443,-0.0403,0.4046,-0.9950,0.1963,-0.0237,1.7441,0.0076,0.0140,-0.9699,0.2908,0.0478,1.8113,-0.2801,0.0786,-0.2804,0.1256,-0.0364,0.1210,-0.3138,0.6536,-0.2603,-0.0086,-0.1251,-0.0251,0.2072,-0.5789,56.64,-27.66,-5.16,-84.69,39.31,-1.81,-120.00,-28.64,-27.63,21.39,-40.46,-7.74,-0.3503,-0.3366,-0.3008,1.9110,4.0410,0.0519,-7.8817,0.0029,-0.9250,5.0081,-2.3836,-0.3184,0.50,0.00,0.00,0
317,6.4600,-0.2442,-0.0404,0.4046,-0.9988,0.1949,-0.0317,1.7469,0.0047,0.0205,-0.9687,0.2890,0.0388,1.8088,-0.2771,0.0816,-0.0560,-0.0949,-0.5392,0.1548,-0.2231,1.2404,0.3540,-0.1154,-0.4656,-0.3091,-0.0873,0.5268,120.00,16.56,-86.45,-120.00,32.34,15.23,-109.53,-35.98,-91.22,120.00,-18.21,-6.23,4.7561,1.4102,-3.6634,-0.5286,3.5525,1.0464,-6.8052,-0.3058,-3.5604,11.4247,-0.9434,0.0137,0.50,0.00,0.00,0
318,6.4800,-0.2443,-0.0403,0.4044,-1.0069,0.1945,-0.0383,1.7501,0.0125,0.0202,-0.9725,0.2896,0.0355,1.8059,-0.2843,0.0844,-0.7111,-0.2222,-0.4910,0.3125,-0.8221,-0.2741,-0.8047,-0.1174,-0.3175,0.4895,-0.3816,-0.4974,45.26,-31.37,4.72,-83.84,40.49,-2.35,-120.00,-26.64,-21.33,6.26,-39.03,-6.87,-0.9253,-0.4298,0.0655,1.9619,4.0928,-0.0720,-7.9752,0.1406,-0.7311,4.5491,-2.6172,-0.2551,0.50,0.00,0.00,0
319,6.5000,-0.2441,-0.0404,0.4046,-1.0119,0.1933,-0.0424,1.7508,0.0038,0.0219,-0.9744,0.2878,0.0304,1.8045,-0.2829,0.0772,-0.2610,0.0267,-0.3168,0.2209,-0.4168,0.0774,-0.0642,-0.0273,-0.3435,-0.0862,0.3131,-0.2287,120.00,-1.76,-71.86,-120.00,36.51,11.69,-111.16,-31.32,-88.95,120.00,-22.74,-2.62,5.3347,0.6899,-3.0846,-0.3213,3.8015,0.8892,-6.9597,-0.1171,-3.4828,11.0422,-1.1967,0.0833,0.50,0.00,0.00,0
320,6.5200,-0.2444,-0.0405,0.4042,-1.0200,0.1928,-0.0435,1.7514,0.0082,0.0209,-0.9826,0.2870,0.0278,1.8042,-0.2778,0.0795,-0.7143,0.1656,0.2718,0.0304,-0.2859,0.1058,-0.9019,-0.0386,0.1699,0.1623,0.1701,0.5225,50.93,-30.18,2.88,-89.80,43.39,-0.30,-120.00,-22.49,-31.74,27.49,-49.57,-11.10,-0.7126,-0.4373,0.0027,1.8221,4.2317,0.1014,-8.6019,0.2541,-1.1160,5.1736,-3.0010,-0.3249,0.50,0.00,0.00,0
321,6.5400,-0.2441,-0.0404,0.4050,-1.0195,0.1924,-0.0448,1.7501,0.0160,0.0235,-0.9805,0.2876,0.0285,1.8018,-0.2790,0.0827,0.0432,-0.1085,-0.1952,0.0222,-0.1985,-0.2691,0.2287,-0.0961,-0.1883,-0.1163,0.0132,-0.0383,120.00,16.00,-83.72,-120.00,24.95,18.76,-102.59,-35.33,-83.60,120.00,-12.90,-5.29,4.7536,1.3900,-3.5756,0.0958,3.0868,1.2884,-6.5879,-0.2831,-3.2738,10.6882,-0.5761,-0.0288,0.50,0.00,0.00,0
322,6.5600,-0.2442,-0.0404,0.4044,-1.0261,0.1928,-0.0442,1.7519,0.0084,0.0207,-0.9878,0.2874,0.0275,1.8039,-0.2777,0.0832,-0.0919,0.1482,0.2164,-0.1112,-0.5615,-0.0391,-0.4143,0.0634,-0.2338,-0.1703,-0.7482,0.4074,48.13,-24.90,-0.72,-80.60,34.16,2.32,-120.00,-21.75,-20.62,27.36,-47.11,-9.61,-0.7756,-0.2391,-0.1590,2.0157,3.6523,0.2493,-8.2143,0.2605,-0.6723,5.1280,-2.7997,-0.3090,0.50,0.00,0.00,0
323,6.5800,-0.2441,-0.0409,0.4043,-1.0293,0.1927,-0.0435,1.7511,0.0118,0.0205,-0.9917,0.2885,0.0295,1.8051,-0.2769,0.0843,-0.0991,0.0052,0.1420,0.0239,-0.2343,-0.4380,-0.1645,-0.0406,0.1346,0.1309,0.1807,-0.0619,120.00,13.37,-78.59,-120.00,19.07,19.23,-106.14,-33.63,-80.00,120.00,-14.76,-4.51,4.5421,1.2988,-3.2836,0.2121,2.6322,1.2859,-6.8365,-0.1886,-3.0447,10.0434,-0.6434,0.0290,0.50,0.00,0.00,0
324,6.6000,-0.2442,-0.0405,0.4042,-1.0339,0.1934,-0.0397,1.7510,0.0164,0.0218,-0.9982,0.2883,0.0318,1.8064,-0.2797,0.0843,0.1067,-0.2343,0.3355,-0.4249,1.7627,-0.3607,-0.0136,-0.0510,0.3356,-0.0709,-0.3380,0.3355,53.02,-21.32,-9.90,-86.81,11.24,2.43,-120.00,-23.90,-21.69,33.33,-43.67,-9.87,-0.7415,0.0249,-0.5416,1.9491,3.0338,0.3540,-8.3448,0.2263,-0.7550,5.3481,-2.7096,-0.2514,0.50,0.00,0.00,0
325,6.6200,-0.2441,-0.0408,0.4046,-1.0365,0.1930,-0.0401,1.7492,0.0129,0.0267,-1.0012,0.2893,0.0333,1.8055,-0.2785,0.0814,-0.1110,0.1129,0.0585,0.1656,-0.4247,-0.2585,-0.1499,-0.0026,-0.0418,0.1079,0.1604,-0.3095,120.00,13.05,-80.82,-120.00,4.48,18.53,-111.40,-33.77,-78.28,120.00,-13.17,-4.90,4.3497,1.2656,-3.3800,0.2302,1.7959,1.3453,-7.0946,-0.2209,-2.9946,9.8638,-0.5708,-0.0668,0.50,0.00,0.00,0
326,6.6400,-0.2443,-0.0405,0.4041,-1.0441,0.1938,-0.0367,1.7501,0.0048,0.0210,-1.0111,0.2892,0.0364,1.8073,-0.2796,0.0830,-0.7791,-0.0722,0.0882,0.3398,-0.7382,0.0607,-1.0702,0.2991,1.0717,0.2595,-1.4085,-0.5826,57.85,-19.65,-12.09,-78.95,6.74,2.47,-120.00,-28.63,-20.21,46.79,-35.37,-8.67,-0.5723,0.0120,-0.6110,2.1016,1.7963,0.2694,-7.8412,0.0205,-0.6477,5.6961,-2.0533,-0.1775,0.50,0.00,0.00,0
327,6.6600,-0.2440,-0.0404,0.4054,-1.0402,0.1946,-0.0326,1.7447,0.0048,0.0228,-1.0086,0.2889,0.0383,1.8053,-0.2792,0.0786,0.0797,0.0365,0.2030,-0.1900,-0.1710,0.2911,-0.0184,-0.0237,0.1268,-0.0496,0.4460,-0.0326,120.00,-2.35,-67.13,-120.00,18.43,11.10,-116.03,-31.03,-74.93,120.00,-16.48,-3.67,4.6110,0.7014,-2.7815,0.5055,2.5643,1.1357,-7.2652,-0.0795,-2.8247,9.4940,-0.7377,0.0568,0.50,0.00,0.00,0
328,6.6800,-0.2443,-0.0406,0.4042,-1.0500,0.1952,-0.0272,1.7459,0.0059,0.0193,-1.0234,0.2896,0.0424,1.8116,-0.2782,0.0819,0.0028,-0.1200,0.4970,-0.4483,-0.2245,-0.3290,-0.1940,-0.2065,0.4171,-0.1613,0.4913,0.2068,58.73,-19.31,-12.60,-78.06,18.85,6.54,-120.00,-28.71,-21.60,51.90,-41.23,-8.83,-0.4240,0.0021,-0.6083,2.0565,2.6355,0.3258,-8.0586,0.0332,-0.6772,5.8281,-2.3723,-0.2173,0.50,0.00,0.00,0
329,6.7000,-0.2441,-0.0404,0.4054,-1.0495,0.1964,-0.0243,1.7418,0.0095,0.0337,-1.0236,0.2905,0.0457,1.8079,-0.2782,0.0825,0.0315,-0.0336,-0.1016,-0.1371,-0.2298,-0.3537,0.1410,-0.0792,-0.1295,-0.1665,-0.0341,-0.0016,120.00,26.20,-86.51,-120.00,15.04,21.10,-100.69,-36.88,-74.40,120.00,-6.75,-5.37,3.9831,1.8414,-3.5576,0.5126,2.3585,1.5371,-6.7008,-0.3116,-2.8013,10.0161,-0.1841,-0.0338,0.50,0.00,0.00,0
330,6.7200,-0.2444,-0.0405,0.4039,-1.0622,0.1956,-0.0232,1.7456,0.0106,0.0152,-1.0383,0.2908,0.0471,1.8141,-0.2872,0.0823,-1.1360,-0.1253,0.3970,0.2748,-0.2711,0.0565,-1.3101,-0.1636,0.2666,0.8239,-0.7943,-0.0295,57.16,-19.37,-4.89,-75.28,21.77,4.39,-107.79,-25.52,-14.03,33.88,-33.29,-8.08,-0.6778,-0.0332,-0.2484,2.2429,2.9215,0.2141,-7.2476,0.1364,-0.3255,5.4949,-2.1425,-0.2170,0.50,0.00,0.00,0
331,6.7400,-0.2439,-0.0403,0.4057,-1.0552,0.1956,-0.0192,1.7392,0.0164,0.0269,-1.0330,0.2908,0.0510,1.8110,-0.2906,0.0822,0.4464,-0.1184,0.2271,-0.4287,1.6808,0.5112,0.3737,-0.0706,0.2273,-0.2016,0.0866,-0.0154,120.00,9.95,-72.43,-120.00,9.17,11.55,-98.05,-36.22,-67.69,120.00,-12.37,-4.52,4.5212,1.2401,-2.9501,0.6882,2.8748,1.3177,-6.5790,-0.2452,-2.4826,9.6726,-0.5789,0.0242,0.50,0.00,0.00,0
332,6.7600,-0.2441,-0.0403,0.4047,-1.0623,0.1975,-0.0142,1.7407,0.0118,0.0205,-1.0437,0.2919,0.0547,1.8159,-0.2860,0.0818,-0.9996,0.0011,0.3396,0.2596,-0.3939,0.0028,-1.2438,0.0263,0.2425,0.5737,0.2838,-0.0267,63.21,-22.65,-11.92,-81.85,19.69,3.78,-120.00,-24.14,-19.85,44.90,-39.99,-8.79,-0.4431,-0.0724,-0.4989,2.0285,2.6375,0.3114,-7.7877,0.2269,-0.5562,5.7253,-2.3537,-0.2637,0.50,0.00,0.00,0
333,6.7800,-0.2441,-0.0405,0.4052,-1.0612,0.1977,-0.0129,1.7380,0.0102,0.0249,-1.0437,0.2924,0.0561,1.8144,-0.2804,0.0817,0.5683,-0.0192,0.0393,-0.3466,-0.2486,-0.4776,0.6150,-0.0403,0.0315,-0.3560,0.3519,0.0570,120.00,22.93,-82.72,-120.00,14.87,21.44,-91.64,-38.35,-70.06,120.00,-8.97,-5.58,4.1333,1.7251,-3.3451,0.5899,2.3285,1.4549,-6.3461,-0.3588,-2.5678,9.7776,-0.2587,-0.0395,0.50,0.00,0.00,0
334,6.8000,-0.2442,-0.0403,0.4052,-1.0607,0.1987,-0.0103,1.7377,0.0102,0.0304,-1.0444,0.2922,0.0573,1.8145,-0.2786,0.0859,-0.4911,0.2282,0.0366,0.1037,0.1542,-0.1061,-0.5653,0.0824,-0.0147,0.2049,-0.2531,0.3615,65.10,-16.25,-14.37,-77.12,16.23,-0.17,-107.51,-25.25,-15.69,47.73,-34.02,-9.93,-0.2670,0.1294,-0.5623,2.1226,2.5783,0.3300,-7.1263,0.1560,-0.3538,5.7710,-2.0424,-0.2479,0.50,0.00,0.00,0
335,6.8200,-0.2443,-0.0403,0.4044,-1.0604,0.1975,-0.0105,1.7396,0.0085,0.0263,-1.0442,0.2922,0.0586,1.8176,-0.2786,0.0845,1.3734,0.4953,0.5931,-0.2205,1.2720,4.6741,1.3075,0.0203,0.1978,-0.3040,-0.1180,-0.1617,120.00,23.08,-74.06,-120.00,9.82,28.19,-100.34,-34.29,-73.07,120.00,-9.28,-4.48,3.7668,1.5306,-3.1250,0.4110,2.1527,1.3108,-6.6580,-0.2556,-2.7002,9.6460,-0.3576,0.0113,0.50,0.00,0.00,0
336,6.8400,-0.2442,-0.0401,0.4048,-1.0540,0.1985,-0.0081,1.7383,0.0127,0.0219,-1.0391,0.2925,0.0597,1.8171,-0.2779,0.0839,-0.3546,-0.1846,0.1384,0.0667,1.1121,-0.3532,-0.5440,-0.1552,-0.0319,0.2879,-0.2732,0.2482,38.15,-5.15,-20.43,-74.88,-20.53,3.31,-93.10,-29.81,-8.22,27.78,-26.80,-8.44,-1.3008,0.6247,-0.8221,2.2015,0.6120,0.3391,-6.4999,0.0033,-0.0737,5.2266,-1.4792,-0.2142,0.50,0.00,0.00,0
337,6.8600,-0.2443,-0.0407,0.4044,-1.0510,0.1965,-0.0120,1.7389,0.0056,0.0200,-1.0349,0.2928,0.0580,1.8179,-0.2782,0.0869,0.2214,-1.2879,-1.9044,-0.6040,-0.8472,-1.0234,0.8213,-0.0246,-0.8583,-0.6354,0.1731,0.1023,120.00,7.33,-67.63,-120.00,3.48,13.77,-91.50,-31.84,-60.32,120.00,-13.21,-4.31,3.2891,1.1038,-2.7151,0.5818,1.5854,1.0285,-6.2793,-0.0987,-2.1545,8.5766,-0.5706,0.0731,0.50,0.00,0.00,0
338,6.8800,-0.2443,-0.0403,0.4046,-1.0386,0.1990,-0.0044,1.7372,0.0071,0.0200,-1.0265,0.2932,0.0638,1.8194,-0.2823,0.0779,0.6222,0.0144,0.3164,-0.3450,-0.3674,0.0531,0.4661,-0.0429,0.2232,-0.1136,0.1004,-0.4428,83.18,-31.51,-21.78,-87.84,10.81,1.54,-119.62,-25.01,-34.01,75.20,-32.70,-6.66,0.7044,-0.4600,-0.8393,1.7770,2.0266,0.1933,-7.3807,0.1636,-1.0731,6.4702,-1.8998,-0.2225,0.50,0.00,0.00,0
339,6.9000,-0.2441,-0.0401,0.4054,-1.0239,0.1992,-0.0038,1.7352,0.0122,0.0259,-1.0118,0.2926,0.0627,1.8176,-0.2746,0.0769,0.7623,-0.1683,-0.0825,-0.0087,0.1527,0.0353,0.8195,-0.1195,-0.1082,-0.0166,0.3697,0.3804,120.00,18.25,-77.25,-120.00,-11.16,15.13,-101.85,-33.04,-72.89,120.00,-9.29,-7.93,2.2957,1.5298,-3.1354,0.4696,0.8563,1.2130,-6.5923,-0.1524,-2.6931,8.9823,-0.2266,-0.1559,0.50,0.00,0.00,0
340,6.9200,-0.2443,-0.0404,0.4043,-1.0189,0.1966,-0.0104,1.7400,0.0062,0.0205,-1.0038,0.2918,0.0577,1.8194,-0.2760,0.0884,-0.0528,-0.0621,-0.2063,0.3240,-0.4565,0.0545,0.0995,-0.0577,-0.1348,0.1740,-0.2795,0.5176,53.40,-9.97,-32.71,-74.17,-8.33,2.24,-88.07,-35.44,-8.92,28.51,-18.00,-9.13,-0.5239,0.3909,-1.3727,2.2408,0.7306,0.2236,-6.1085,-0.2461,-0.1385,5.2607,-0.9484,-0.1463,0.50,0.00,0.00,0
341,6.9400,-0.2439,-0.0402,0.4061,-0.9965,0.1962,-0.0147,1.7363,0.0122,0.0199,-0.9773,0.2916,0.0558,1.8113,-0.2798,0.0949,1.4425,-0.2451,-0.1031,-0.2237,-0.3309,0.0601,1.6041,-0.0651,0.2987,-0.1194,0.3904,-0.0185,120.00,-3.60,-66.25,-120.00,22.47,8.91,-94.07,-27.43,-61.52,120.00,-8.59,-7.28,3.2922,0.6520,-2.7521,-0.0486,2.8649,0.6605,-6.0394,0.0704,-2.2726,8.8045,-0.3188,-0.0459,0.50,0.00,0.00,0
342,6.9600,-0.2440,-0.0402,0.4059,-0.9824,0.1964,-0.0194,1.7386,0.0087,0.0273,-0.9598,0.2914,0.0517,1.8090,-0.2796,0.0892,0.2002,-0.2434,-0.2285,0.2477,0.0825,-0.2424,0.3303,-0.1913,-0.2145,0.2972,0.1005,-0.4074,57.36,-17.17,-21.18,-106.93,5.87,-0.20,-107.83,-29.13,-38.73,45.68,-32.02,-11.23,-0.1816,0.1272,-0.9774,1.3518,1.8558,0.2239,-6.6738,0.0151,-1.3961,5.6603,-1.8631,-0.4594,0.50,0.00,0.00,0
343,6.9800,-0.2443,-0.0406,0.4045,-0.9755,0.1946,-0.0283,1.7447,0.0061,0.0250,-0.9481,0.2902,0.0434,1.8102,-0.2771,0.0819,1.3548,-0.0549,0.0526,-0.6003,0.6139,-2.6716,1.3252,-0.1094,0.0307,-0.5848,0.2028,-0.3248,120.00,7.80,-74.92,-120.00,16.36,10.38,-112.04,-31.43,-66.46,120.00,-22.36,-7.50,3.2943,1.1414,-3.1391,-0.1156,2.1438,0.8069,-6.7707,-0.1064,-2.5705,9.5271,-1.1652,-0.2323,0.50,0.00,0.00,0
